yoruba	english
"Aṣẹ̀dá-ìtọ́ka bọ́tìnì náà máa ń ti àtòjọ-ẹ̀yàn fèrèsé́ . Ìgúnrégé náà jọ ""lt;Ìdarígt;a"" tàbí ""lt;Shiftgt;lt;Altgt;F1"". Pásà náà fanimọ́ra, ó sì ń fàyè gba lẹ́tà kékeré àti gòdògbò àti àwọn ìgékúrú bí i ""lt;Ctlgt;"" àti ""lt;Ctrlgt;"". Tí o bá gbé ẹ̀yàn náà kalẹ̀ sí fọ́nrán àkànṣe ""kò ní agbára mọ́"", a jẹ́ pé kò ní sí aṣẹ̀dá-ìtọ́ka bọ́tìnì fún iṣẹ́ yìí nìyẹn."	"The format looks like ""<Control>a"" or ""<Shift><Alt>F1"". The parser is fairly liberal and allows lower or upper case, and also abbreviations such as ""<Ctl>"" and ""<Ctrl>"". If you set the option to the special string ""disabled"", then there will be no keybinding for this action. This keybinding may be reversed by holding down the ""shift"" key; therefore, ""shift"" cannot be one of the keys it uses."
Yẹ Ápúlẹ́ẹ̀tì Bonobo Wò	Test Bonobo Applet
Àṣìṣe ìgbékalẹ̀ oye àwon ààyè-iṣẹ́ sí d: <UNK>	Error setting number of workspaces to d: <UNK>
Tilẹ̀	Previous
"Ìròyìn àmì-ìwé náà tí a fi hàn nínú òye olótùú náà. Àwọn fálù tó fesẹ̀múlẹ̀ nínú àtòjọ náà ni ""àdírẹ̀sì"" àti""àkọ́lé""."	"The bookmark information shown in the editor view. Valid values in the list are ""address"" and ""title""."
Bóyá ká píríǹtì déètì náà nínú àyọkà ìsàlẹ̀-ilà	Whether to print the date in the footer
Gbeŕ fèrèsé ga ju àwọn fèrèsé mìíràn lọ	Raise window above other windows
Ìlò bọ́tìnì yìí nínú GNOME 2.6 ti kúrò láṣà.fún 'ìgúnrégé' bọ́tìnì. A tọ́jú ìtọsẹ̀ náà fún ìbámu pẹ̀lú àwọn ẹ̀yà tó ti pẹ́.	The use of this key was deprecated in GNOME 2.28 in favour of the use of timezones. The schema is retained for compatibility with older versions.
Alábòójútó fèrèsé:	Window Management
http://www.google.com/search?q=<UNK>ie=UTF-8oe=UTF-8	https://google.com/search?q=<UNK>
"Àwọn ẹ̀yàn Awáròyìn Wẹ́ẹ̀bù GNOMEfriendly time"" string for the current day, strftime format. like ""Today 12:34 am"	Web profile migrator options
́Pa ìtàn ìwáròyìn rẹ́?	Browsing history
Ápúlẹ́ẹ̀tì alábọ̀dé kan fún ìyẹ̀wò pánẹ́ẹ̀lì GNOME-2.0	A simple applet for testing the GNOME-2.0 panel
Gbé fèrèsé lọ sí ààyè-iṣẹ́ kẹrin	Move window to workspace 4
Àkójọpọ̀-ẹ̀rì Ara-ẹni	Clear Personal Data
Ṣí ojú-iṣẹ́ náà gẹ́gẹ́ bíi fódà	Open your personal folder
Ṣàbójútó Àwọn Ìwé-ẹ̀rí	Manage Cookies
Ó kùnà láti rí orúkọ-agbàlejò: <UNK>	Failed to get hostname: <UNK>
Jẹ́ kí àwọn ojú-ìwé wẹ́ẹ̀bù sọ ní pàtó àwon àwọ̀ wọn	Let web pages specify their own colors
Wòye kí o sì yọ àwọn kúkì àti àwọn àmì-àṣírí kúrò	View and remove cookies and passwords
Àkókò UNIX	UNIX time
Ápúlẹ́ẹ̀tì Bonobo IID	Applet IID
Fi ojú kọ̀ǹpútà píláàṣì hàn	- GNOME Splash Screen
Ṣàgbéwọlé	Down
Wòye kóòdù orísun ojú-ìwé náà	View the source code of the page
Gbekalẹ̀ sí Ojú-ìwé Òfìfo	Set to Blank Page
u:02u.02u	u:02u.02u
Àṣìṣe kíkà ìwé <UNK>: <UNK>	Cannot find file <UNK>
Fi líǹkì pamọ́ “<UNK>”	Save link “<UNK>”
Ó kùnà láti síkáànì atọ́nà àwọn kókó: <UNK>	Failed to scan themes directory: <UNK>
Fi aṣàfilọ́lẹ̀ yìí kún ojú-iṣẹ́	Add this launcher to desktop
Ṣí fèrèsé tuntun	Open a new window
Fẹ fèrèsé lóníbùú	Maximize window horizontally
Ápúlẹ́ẹ̀tì Bonobo IID	Applet Bonobo IID
Nígbà tí a kò bá lè ṣí àwọn fáìlì pẹ̀lú awáròyìn, a jẹ́ pé a ti gbéwọn wọlé nìyẹn sínú fódà àgbéwọlé. bẹ́ẹ̀, la sì ti ṣi pẹ̀lú ìṣàmúlò-ètò tó yẹ.	When files cannot be opened by the browser they are automatically downloaded to the download folder and opened with the appropriate application.
d tí a fi pamọ́ sínú bọ́tìnì GConf <UNK> kò sí ní sàkánì 0 sí d	d stored in GConf key <UNK> is out of range d to d
Yẹ Ápúlẹ́ẹ̀tì Bonobo Wò	Test DBus Applet
Kò lè gba ààlà AppletShell kúrò nínú ìdarí	Unable to obtain AppletShell interface from control
"Ìròyìn ojú-ìwé tí a fihàn nínú òye ìtàn náà. Àwọn fálù tó fẹsẹ̀múlẹ̀ nínú àtòjọ náà ni ""àdírẹ̀sì"", ""àkọ́lé""."	"The page information shown in the history view. Valid values in the list are ""ViewTitle"", ""ViewAddress"" and ""ViewDateTime""."
Fikún ìwọ̀n àyọkà náà	Increase the text size
"Irúfẹ́ iṣẹ́ tí bọ́tìnì yìí dúró fún. Àwọn fálù tó lè jẹ́ ni""lọ́ọ̀kì"",""parí iṣẹ́"",""rọ́ọ̀nù"",""wádìí""àti ""ìmáwòrán"". Bọ́tìnì yìí kàn wúlòtí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ""ápúlẹ́ẹ̀tì-iṣẹ́""."	"The action type this button represents. Possible values are ""lock"", ""logout"", ""run"", ""search"" and ""screenshot"". This key is only relevant if the objecttype key is ""action-applet""."
Nípa Àwọn Pánẹ́ẹ̀lì	About Panels
Sítàì àká-irinṣẹ́	Toolbar style
Àwọn Àmì-àṣírí	Manage Passwords
Ìjánu-ìsún Ààyè-iṣẹ́ náà ń fi hàn ẹ̀̀yà àwọn ààyè-iṣẹ́ kékeré rẹ tí yóò jẹ́ kí o lè mójútó àwọn fèrèsé rẹ.	The Workspace Switcher shows you a small version of your workspaces that lets you manage your windows.
Gbé ààyè-iṣẹ́ fèrèsé kan wálẹ̀	Move window one workspace down
Bóyá ká píríǹtì déètì náà nínú àyọkà ìsàlẹ̀-ilà	Whether to print the background color
Kàlẹ́ńdà<UNK>	Calendar
Tẹ à́árín láti ṣí ojú-ìwé wẹ́ẹ̀bù tí àyọkà tí a yàn lọ́wọ́lọ́wọ́ tọ́ka sí	Middle click to open the web page pointed to by the currently selected text
Àṣìṣe kan ń rọ́ọ̀nù <UNK>: <UNK>.	There was an error running <UNK>: <UNK>
Gba àwọn fèrèsé awáròyìn àti àwọn táàbù tilẹ̀ padà?	Recover previous browser windows and tabs?
Àwọn ìṣàmúlò-ètò Aworan	Graphics applications
Personal settings	Settings for several hardware devices
Fi líǹkì pamọ́ “<UNK>”	Problem displaying “<UNK>”
Irúfẹ́ ìrísí-lẹ́tà ìpéwọ̀n	Default font type
Gbé fèrèsé lọ sí ààyè-iṣẹ́ kejì	Move window to workspace 2
A kò tíì soríkì àṣe d kankan.	No command d has been defined.
Àwọn Àmì-ìwé Wẹ́ẹ̀bù	Web Bookmarks
Àwọn Àká-irinṣẹ́ Tó Ṣe Rẹ́gí...	Customize Toolbars…
ISO-8859-1	ISO-8859-1
Ìlò bọ́tìnì yìí nínú GNOME 2.6 ti kúrò láṣà.fún 'ìgúnrégé' bọ́tìnì. A tọ́jú ìtọsẹ̀ náà fún ìbámu pẹ̀lú àwọn ẹ̀yà tó ti pẹ́.	The use of this key was deprecated in GNOME 2.20. The schema is retained for compatibility with older versions.
Àṣìṣe ìgbékalẹ̀ orúkọ fún ààyè-iṣẹ́ d sí <UNK>: <UNK>	Error setting compositor status: <UNK>
Wá Èyí Tókàn	Sign Text
"ìgbóríyìn òǹgbufọ̀state"" or ""province"" should use that instead of ""region"	translator-credits
Fi àká-àtòjọ-ẹ̀yàn pamọ́ nípa ìpéwọ̀n	Hide menubar by default
Má Gbàá Padà	Don't Recover
Ko eko si i lori GNOME	Learn more about GNOME
Lọ sí ojú-ìwé tó gbẹ̀yìn	Go to the last page
Ìròyìn ojú-ìwé tí a fihàn nínú òye ìtàn náà	The page information shown in the history view
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Shutdown Anyway
Ojú kọ̀ǹpútà d tí a ̀ṣàfihàn <UNK> ti ní alábòójútó fèrèsé tẹ́lẹ̀	Screen d on display <UNK> already has a window manager
Fàyè gba àwọn ìtasókè	Allow popups
Fáìlì:	File:
"Ipà fódà tí a fẹ́ ṣàgbéwọlé àwọn fáìlì sí; tàbí""Àwọn àgbéwọlé"" láti lo fódà àwọn àgbéwọlé ìpéwọ̀n, tàbí ""Ojú-iṣẹ́"" láti lo fódà ojú-iṣẹ́."	"The path of the folder where to download files to; or ""Downloads"" to use the default downloads folder, or ""Desktop"" to use the desktop folder."
Ó kùnà láti páàsì fáìlì sáà tí a fi pamọ́: <UNK>	Failed to parse saved session file: <UNK>
Sáà Lọ́wọ́lọ́wọ́	Rename Session
Sọ ní pàtó ìṣàlàyé ìbẹ̀rẹ̀ ápúlẹ́ẹ̀tì (òkè, ìsàlẹ̀, òsì tàbí ọ̀tún)Orientation	Specify the initial orientation of the applet (top, bottom, left or right)
Dídúró fún ìgbàṣẹ láti “<UNK>”...	Waiting for authorization from “<UNK>”…
<UNK> kò ní ìwúlò kankan rárá. Ṣe ni ó kàn gba ààyè inú fọ́nrán àti àkókò ìṣàmúpòtí a bá sì tún kìí ṣe ni yóò kàn gba ààyè pánẹ́ẹ̀lì àti ọpọlọ kọ̀ǹpútà. Tí a bá rí ẹnikẹ́ni tó ń lò óṣe ni ká gbé ẹni náà lọ sí ilé-ìwòsàn àrùn ọpọlọ fúnàyẹ̀wò.	<UNK> has no use what-so-ever. It only takes up disk space and compilation time, and if loaded it also takes up precious panel space and memory. Anybody found using it should be promptly sent for a psychiatric evaluation.
Tọ́gù móòdù ojú kọ̀ǹpútà kíkún	Toggle fullscreen mode
Ọ̀túnSize	Right
òkè	Desktop
Ààyè-iṣẹ́ d	Workspace d
Ìpínfúnni Ní:	Issued By
Ìwọ̀n ìrísí-lẹ́tà tó kéré jù	Minimum font size
"ID ì̀pilẹ̀ Bonobo ti ápúlẹ́ẹ̀tì náà - b.a ""OAFIID:GNOMEClockApplet"".Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ""ápúlẹ́ẹ̀tì-bonobo""."	"This key is deprecated, following the migration to a new library for applets. The Bonobo implementation ID of the applet - e.g. ""OAFIID:GNOMEClockApplet"". This key is only relevant if the objecttype key is ""bonobo-applet""."
Bóyá ká píríǹtì déètì náà nínú àyọkà ìsàlẹ̀-ilà	Whether to print the page address in the header
Kò lè ṣẹ̀dá atọ́nà <UNK>: <UNK>	Could not create directory <UNK>: <UNK>
Lọ sí ojú-ìwé àkọ́kọ́	Go to the first page
Àtòjọ-ẹ̀yàn	User Menu
Tí A Bẹ̀wò Jùbookmarks	Most Visited
Bóyá ká píríǹtì àwọn nọ́ńbà ojú-ìwé (àpapọ̀ x) inú àyọkà ìsàlẹ̀-ilà	Whether to print the page numbers (x of total) in the footer
"ID ì̀pilẹ̀ Bonobo ti ápúlẹ́ẹ̀tì náà - b.a ""OAFIID:GNOMEClockApplet"".Bọ́tìnì yìí kàn wúlò tí bọ́tìnì irúfẹ́nǹkan bá jẹ́ ""ápúlẹ́ẹ̀tì-bonobo""."	"The Bonobo implementation ID of the applet - e.g. ""OAFIID:GNOMEClockApplet"". This key is only relevant if the objecttype key is ""bonobo-applet""."
"friendly time"" string for the current day, strftime format. like ""Today 12:34 am"	Failed to copy cookies file from Mozilla.
Gbagbára iṣẹ́ àwọn URL aláìnídìí	Disable arbitrary URLs
Áíkànnù:	Icon:
Àṣẹ fún ìbẹ̀rẹ̀ kò lè jẹ́ òfìfo	The name of the startup program cannot be empty
A gbé bọ́tìnì GConf <UNK> kalẹ̀ sí irúfẹ́ tí kò fẹsẹ̀múlẹ̀	GConf key <UNK> is set to an invalid value
Fẹ fèrèsé lólóròó	Maximize window vertically
Wá wẹ́ẹ̀bù náà	Search the Web for <UNK>
Lọ sí ojú-ìwé tókàn	Go to next page
Àṣìṣe kíki fálù àwọn orúkọààyè-iṣẹ́ìṣàfihàn fún Ìjánu-ìsún Ààyè-iṣẹ́: <UNK>	Error loading displayworkspacenames value for Workspace Switcher: <UNK>
A gbé bọ́tìnì GConf <UNK> kalẹ̀ sí irúfẹ́ tí kò fẹsẹ̀múlẹ̀	GConf key <UNK> is set to an invalid type
Àwọn Àmì-àṣírí	Password
"Aṣẹ̀dá-ìtọ́ka bọ́tìnì náà máa ń ti àtòjọ-ẹ̀yàn fèrèsé́ . Ìgúnrégé náà jọ ""lt;Ìdarígt;a"" tàbí ""lt;Shiftgt;lt;Altgt;F1"". Pásà náà fanimọ́ra, ó sì ń fàyè gba lẹ́tà kékeré àti gòdògbò àti àwọn ìgékúrú bí i ""lt;Ctlgt;"" àti ""lt;Ctrlgt;"". Tí o bá gbé ẹ̀yàn náà kalẹ̀ sí fọ́nrán àkànṣe ""kò ní agbára mọ́"", a jẹ́ pé kò ní sí aṣẹ̀dá-ìtọ́ka bọ́tìnì fún iṣẹ́ yìí nìyẹn."	"The format looks like ""<Control>a"" or ""<Shift><Alt>F1"". The parser is fairly liberal and allows lower or upper case, and also abbreviations such as ""<Ctl>"" and ""<Ctrl>"". If you set the option to the special string ""disabled"", then there will be no keybinding for this action."
Wáròyìn pẹ̀lú caret	Browse with caret
Gbé ààyè-iṣẹ́ fèrèsé kan sí òsì	Move window one workspace to the left
ẹ̀yà-à̀fojúrí	Hardware
A kò fàyè gba òǹlò láti ti Epiphany	User is not allowed to close Epiphany
Fi àmì-àṣírí hàn	Search passwords
Fi ojú kọ̀ǹpútà píláàṣì hàn	Show the splash screen
Gbagbára ìṣàyẹ̀wò àká-irinṣẹ́	Disable toolbar editing
Gbogbo wọnbookmarks	All
Àṣìṣe ìgbékalẹ̀ orúkọ fún ààyè-iṣẹ́ d sí <UNK>: <UNK>	Error setting name for workspace d to <UNK>: <UNK>
Lọ sí ojú-ìwé tilẹ̀	Go to the previous page
Ìlànà ìdaríi	Programming
Gbé ààyè-iṣẹ́ fèrèsé kan sókè	Move window one workspace up
Kò lè fi ojú kọ̀ǹpútà d tí a ṣàfihàn sílẹ̀<UNK>	Could not release screen d on display <UNK>
Awáròyìn Wẹ́ẹ̀bù	Web browser for GNOME
Tí a bá fún lágbára iṣẹ́ sáà gnome á́ ṣí òǹlò náà lórí kó tó parí sáà kan.	If enabled, gnome-session will save the session automatically.
Àwọn gbàgede	Site
Tó bá jẹ́ òótọ́, ṣàfihàn àkókò ínú Ìhà Àkókò Àgbáyé	If true, display time in Universal Coordinated Time zone.
http://www.google.com/search?ie=UTF-8oe=UTF-8q=	http://www.google.com
Tọ́gù ipò tí a kùn	Toggle shaded state
Tí a bá fún lágbára sáà-gnome á dáfi sáà náà pamọ́. Láì jẹ́ bẹ́ẹ̀, onísọ̀rọ̀gbèsì ìparí iṣẹ́ á ní ẹ̀yàn láti fi sáà náà pamọ́.	If enabled, gnome-session will save the session automatically. Otherwise, the logout dialog will have an option to save the session.
Fẹ fèrèsé	Maximize window
Àwọn Fáìlì Ìgbà Díẹ̀	Cache and temporary files
Ìtẹ̀-ìka ọwọ́ MD5:	Fingerprints
Kò lè páàsì àpèjúwe ìrísí-lẹ́tà <UNK> láti inú bọ́tìnì GConf <UNK>	Could not parse font description <UNK> from GConf key <UNK>
Àdírẹ̀sì ojú-ìwéfile type	Page address
Ó kùnà láti ka fáìlì sáà tí a fi pamọ́ <UNK>: <UNK>	Failed to read saved session file <UNK>: <UNK>
