yoruba	english
Ṣí ojú-iṣẹ́ náà gẹ́gẹ́ bíi fódà	Open your personal folder
Àwọn Ibi AlátagbàDesktop FolderDesktop Folder	Network Places
Má Pajẹ	Delete
Àṣe Fún Ìbẹ̀rẹ̀	Select Command
Ṣàfikún Àtòjọ-ètò Fún Ìbẹ̀rẹ̀	Add Startup Program
Ṣàyẹ̀wò Àtòjọ-ètò Fún Ìbẹ̀rẹ̀	Edit Startup Program
Àṣẹ fún ìbẹ̀rẹ̀ kò lè jẹ́ òfìfo	The startup command cannot be empty
Àṣẹ fún ìbẹ̀rẹ̀ kò lè jẹ́ òfìfo	The startup command is not valid
Iṣẹ́	Icon
Àtòjọ-ètò	Program
Fi ojú kọ̀ǹpútà píláàṣì hàn	Show the splash screen
Fi ojú kọ̀ǹpútà píláàṣì hàn tí sáà náà bá ti bẹ̀rẹ̀	Show the splash screen when the session starts up
Fi àwọn sáà pamọ́	Save sessions
Tí a bá fún lágbára sáà-gnome á dáfi sáà náà pamọ́. Láì jẹ́ bẹ́ẹ̀, onísọ̀rọ̀gbèsì ìparí iṣẹ́ á ní ẹ̀yàn láti fi sáà náà pamọ́.	If enabled, gnome-session will save the session automatically. Otherwise, the logout dialog will have an option to save the session.
Ìṣílórí ìparí iṣẹ́	Logout prompt
Tí a bá fún lágbára iṣẹ́ sáà gnome á́ ṣí òǹlò náà lórí kó tó parí sáà kan.	If enabled, gnome-session will prompt the user before ending a session.
Àwòrán tí a fẹ́ láti lò fún ojú kọ̀ǹpútà píláàṣì	Preferred Image to use for login splash screen
Fálù tó jẹmọ́ ipa tó dálé atọ́nà $datadir/pixmaps/ ni èyí. Àwọn ẹ̀ka-atọ́nà àti àwọn orúkọ àwòrán jẹ́ àwọn fálù tó fẹsẹ̀múlẹ̀. Ìyípadà fálù yìí á kan ìbẹ̀rẹ̀ iṣẹ́ sáà tókàn.	This is a relative path value based off the $datadir/pixmaps/ directory. Sub-directories and image names are valid values. Changing this value will effect the next session login.
Pa sáà	Default session
Ètò tí a ti bẹ̀rẹ̀ àwọn ì̀ṣàmúlò-ètò nínú sáà náà.	List of applications that are part of the default session.
Alábòójútó Fèrèsé	Window Manager
Pánẹ́ẹ̀lì Náà	Panel
Alábòójútó Fèrèsé	File Manager
Àwọn àtòjọ-ètò fún ìbẹ̀rẹ̀ aláfikún:	Additional startup programs:
Àwọn Àtòjọ-ètò fún Ìbẹ̀rẹ̀	Startup Programs
Àwọn Ẹ̀yàn Sáà	Options
Àṣẹ	Comment:
Àṣẹ	Command:
Ń Bẹ̀rẹ̀	Starting <UNK>
Kò lè darapọ̀ mọ́ alábòójútó sáà	Disable connection to session manager
Sọ ní pàtò orúkọ sáà tí a ó kì	Specify session management ID
Àwọn Ẹ̀yàn Sáà	Session management options:
Aládùrófún Alábòójútó Sá́à	Show session management options
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Logout Anyway
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Hibernate Anyway
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Shutdown Anyway
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Reboot Anyway
Parí iṣẹ́	Log Out
Tun bẹ̀rẹ̀	Restart
Paá	Shut Down
Kò lè darapọ̀ mọ́ alábòójútó sáà	- the GNOME session manager
Fi ojú kọ̀ǹpútà píláàṣì hàn	- GNOME Splash Screen
Parí iṣẹ́	Log out
Lo àwọn àpótí onísọ̀rọ̀gbèsì	Use dialog boxes for errors
Ṣàgbékalẹ̀ sáà lọ́wọ́lọ́wọ́	Set the current session name
Pa sáà	Kill session
Kò lè darapọ̀ mọ́ alábòójútó sáà	Could not connect to the session manager
Àṣẹ fún ìbẹ̀rẹ̀ kò lè jẹ́ òfìfo	The name of the startup program cannot be empty
Tí a bá fún lágbára iṣẹ́ sáà gnome á́ ṣí òǹlò náà lórí kó tó parí sáà kan.	If enabled, gnome-session will save the session automatically.
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Log Out Anyway
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Shut Down Anyway
Àwọn Sáà	Session to use
Sáà Lọ́wọ́lọ́wọ́	Custom Session
Àwọn Sáà:	New Session
Fi àwọn sáà pamọ́	Remove Session
Sáà Lọ́wọ́lọ́wọ́	Rename Session
Bèrè ì́parí iṣẹ́	Allow logout
Àwọn Sáà	Session d
Orúkọ sáà náà wà nílẹ̀	A session named ‘<UNK>’ already exists
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Reboot
Bẹ̀rẹ̀ iṣẹ́ Ní Ọ̀nà kán nà	Restart Anyway
òkè	Desktop
Alábòójútó fèrèsé:	Window Management
Ó kùnà láti rí orúkọ-agbàlejò: <UNK>	Failed to get hostname: <UNK>
Ó kùnà láti ṣí ìṣàfihàn Ètò Fèrèsé X <UNK>	Failed to open X Window System display <UNK>
Ó sọ ìdarapọ̀ nù fún ìsàfihàn <UNK>; Ó ṣeé ṣe kí a pa sáfà X tàbí o pa/ba alábòójútó fèrèsé náà jẹ́.	Lost connection to the display <UNK>; most likely the X server was shut down or you killed/destroyed the window manager.
Àṣìṣe IO ńlá d (<UNK>) lórí ìṣàfihàn <UNK>.	Fatal IO error d (<UNK>) on display <UNK>.
Ọ̀pọ̀lọpọ̀ àtòjọ-ètò mìíràn ló ń ti ń lo bọ́tìnì <UNK> tẹ́lẹ̀ pẹ́lú àwọn aṣàtúntò x gẹ́gẹ́ bíi aṣẹ̀dá-ìtọ́ka	Some other program is already using the key <UNK> with modifiers x as a binding
Àṣìṣe kan ń rọ́ọ̀nù <UNK>: <UNK>.	There was an error running <UNK>: <UNK>
A kò tíì soríkì àṣe d kankan.	No command d has been defined.
A kò tíì soríkì àṣẹ támínà kankan.	No terminal command has been defined.
metacity <UNK> Àṣẹ lórí-àrà (C) 2001-2002 Havoc Pennington, Red Hat, Inc., àti àwọn mìíràn Ọ̀fẹ́ ni ẹ̀yà-ara kọ̀ǹpútà àìfojúrí yìí; wo orísun fún àwọn ìwọfún ìṣẹ̀dà. Kò sí wáráǹtì; kó dà kò sí fún ITAJA tàbí ÌWÚLÒ FÚN ÌLÒ PÀTÀKÌ KAN.	metacity <UNK> Copyright (C) 2001-<UNK> Havoc Pennington, Red Hat, Inc., and others This is free software; see the source for copying conditions. There is NO warranty; not even for MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
Ó kùnà láti síkáànì atọ́nà àwọn kókó: <UNK>	Failed to scan themes directory: <UNK>
Kò lè rí kókó! Rí dájú pé <UNK> wà ó sì ní àwọn kókó tó yẹ kó ní.	Could not find a theme! Be sure <UNK> exists and contains the usual themes.
Ó kùnà láti tún bẹ̀rẹ̀: <UNK>	Failed to restart: <UNK>
A gbé bọ́tìnì GConf <UNK> kalẹ̀ sí irúfẹ́ tí kò fẹsẹ̀múlẹ̀	GConf key <UNK> is set to an invalid value
d tí a fi pamọ́ sínú bọ́tìnì GConf <UNK> kò sí ní sàkánì 0 sí d	d stored in GConf key <UNK> is out of range d to d
A gbé bọ́tìnì GConf <UNK> kalẹ̀ sí irúfẹ́ tí kò fẹsẹ̀múlẹ̀	GConf key <UNK> is set to an invalid type
Àwọn workaround fún àwọn ìṣàmúlò-ètò tó dàrú kò ṣiṣẹ́. Ọ̀pọ̀lọpọ̀ àwọn ìṣàmúlò-ètò kò hùwà dáadáa.	Workarounds for broken applications disabled. Some applications may not behave properly.
Kò lè páàsì àpèjúwe ìrísí-lẹ́tà <UNK> láti inú bọ́tìnì GConf <UNK>	Could not parse font description <UNK> from GConf key <UNK>
<UNK> tí a rí nínú èròjà ìwádìí àtòpọ̀ kìí ṣe fálù tó fẹsẹ̀múlẹ̀ fún aṣàtúntò bọ́tìnì ohun-èlò aṣèkúté	<UNK> found in configuration database is not a valid value for mouse button modifier
Àṣìṣe ìgbékalẹ̀ oye àwon ààyè-iṣẹ́ sí d: <UNK>	Error setting number of workspaces to d: <UNK>
Ààyè-iṣẹ́ d	Workspace d
<UNK> tí a rí nínú èròjà ìwádìí àtòpọ̀ kìí ṣe fálu tó fẹsẹ̀múlẹ̀ fún aṣẹ̀dá-ìtọ́ka <UNK>	<UNK> found in configuration database is not a valid value for keybinding <UNK>
Àṣìṣe ìgbékalẹ̀ orúkọ fún ààyè-iṣẹ́ d sí <UNK>: <UNK>	Error setting name for workspace d to <UNK>: <UNK>
Àṣìṣe ìgbékalẹ̀ orúkọ fún ààyè-iṣẹ́ d sí <UNK>: <UNK>	Error setting compositor status: <UNK>
Ojú kọ̀ǹpútà d tí a ̀ṣàfihàn <UNK> kò fẹsẹ̀múlẹ̀	Screen d on display <UNK> is invalid
Ojú kọ̀ǹpútà d tí a ṣàfihàn <UNK> ti ní alábòójútó fèrèsé tẹ́lẹ̀; gbìyànjú lílo --ẹ̀yàn ìpààrọ̀ láti pà́àrọ̀ alábòójútó lọ́wọ́lọ́wọ́.	Screen d on display <UNK> already has a window manager; try using the --replace option to replace the current window manager.
Kò lè gba ẹ̀yàn alábòójútó fèrèsé lórí ojú kọ̀ǹpútà d ìṣàfihàn <UNK>	Could not acquire window manager selection on screen d display <UNK>
Ojú kọ̀ǹpútà d tí a ̀ṣàfihàn <UNK> ti ní alábòójútó fèrèsé tẹ́lẹ̀	Screen d on display <UNK> already has a window manager
"Kò lè fi ojú kọ̀ǹpútà d tí a ṣàfihàn sílẹ̀<UNK> Control"", ""Shiftdisabled"	Could not release screen d on display <UNK>
"Aṣẹ̀dá-ìtọ́ka bọ́tìnì náà máa ń ti àtòjọ-ẹ̀yàn fèrèsé́ . Ìgúnrégé náà jọ ""lt;Ìdarígt;a"" tàbí ""lt;Shiftgt;lt;Altgt;F1"". Pásà náà fanimọ́ra, ó sì ń fàyè gba lẹ́tà kékeré àti gòdògbò àti àwọn ìgékúrú bí i ""lt;Ctlgt;"" àti ""lt;Ctrlgt;"". Tí o bá gbé ẹ̀yàn náà kalẹ̀ sí fọ́nrán àkànṣe ""kò ní agbára mọ́"", a jẹ́ pé kò ní sí aṣẹ̀dá-ìtọ́ka bọ́tìnì fún iṣẹ́ yìí nìyẹn."	"The format looks like ""<Control>a"" or ""<Shift><Alt>F1"". The parser is fairly liberal and allows lower or upper case, and also abbreviations such as ""<Ctl>"" and ""<Ctrl>"". If you set the option to the special string ""disabled"", then there will be no keybinding for this action."
"Aṣẹ̀dá-ìtọ́ka bọ́tìnì náà máa ń ti àtòjọ-ẹ̀yàn fèrèsé́ . Ìgúnrégé náà jọ ""lt;Ìdarígt;a"" tàbí ""lt;Shiftgt;lt;Altgt;F1"". Pásà náà fanimọ́ra, ó sì ń fàyè gba lẹ́tà kékeré àti gòdògbò àti àwọn ìgékúrú bí i ""lt;Ctlgt;"" àti ""lt;Ctrlgt;"". Tí o bá gbé ẹ̀yàn náà kalẹ̀ sí fọ́nrán àkànṣe ""kò ní agbára mọ́"", a jẹ́ pé kò ní sí aṣẹ̀dá-ìtọ́ka bọ́tìnì fún iṣẹ́ yìí nìyẹn."	"The format looks like ""<Control>a"" or ""<Shift><Alt>F1"". The parser is fairly liberal and allows lower or upper case, and also abbreviations such as ""<Ctl>"" and ""<Ctrl>"". If you set the option to the special string ""disabled"", then there will be no keybinding for this action. This keybinding may be reversed by holding down the ""shift"" key; therefore, ""shift"" cannot be one of the keys it uses."
Kò lè ṣẹ̀dá atọ́nà <UNK>: <UNK>	Could not create directory <UNK>: <UNK>
Kò lè ṣí fáìlì sáà <UNK> fún kíkọ: <UNK>	Could not open session file <UNK> for writing: <UNK>
Àṣìṣe kíkọ fáìlì sáà <UNK>: <UNK>	Error writing session file <UNK>: <UNK>
Aṣìse títi fáìlì sáà <UNK>: <UNK>	Error closing session file <UNK>: <UNK>
Ó kùnà láti ka fáìlì sáà tí a fi pamọ́ <UNK>: <UNK>	Failed to read saved session file <UNK>: <UNK>
Ó kùnà láti páàsì fáìlì sáà tí a fi pamọ́: <UNK>	Failed to parse saved session file: <UNK>
